order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit
CA-2019-131065,AA-10375,30318,TEC-AC-10004145,499.98,2,0,114.9954
CA-2019-131065,AA-10375,30318,OFF-PA-10002479,5.28,1,0,2.376
CA-2019-131065,AA-10375,30318,OFF-BI-10004970,8.26,2,0,3.8822
CA-2020-149146,SM-20320,28110,OFF-PA-10003919,7.968,2,0.2,2.6892
CA-2020-137470,TP-21415,98115,OFF-PA-10002001,12.96,2,0,6.3504
CA-2020-105480,DK-13225,14609,OFF-PA-10002787,6.48,1,0,3.1104
CA-2020-105480,DK-13225,14609,OFF-BI-10003291,6.984,1,0.2,2.3571
CA-2020-164917,MK-17905,33180,OFF-AR-10004344,47.96,5,0.2,4.1965
CA-2018-102036,CS-12130,98105,OFF-ST-10003123,199.74,6,0,47.9376
CA-2018-142944,JL-15850,94122,FUR-FU-10000308,435.26,7,0,95.7572
CA-2018-142944,JL-15850,94122,TEC-CO-10003763,1119.984,2,0.2,377.9946
CA-2017-157882,AR-10405,90036,FUR-TA-10001866,143.432,1,0.2,3.5858
CA-2017-157882,AR-10405,90036,FUR-CH-10002774,122.352,3,0.2,13.7646
CA-2017-104283,LM-17065,38671,OFF-ST-10004337,306.2,5,0,0
CA-2017-104283,LM-17065,38671,FUR-TA-10001039,85.98,1,0,22.3548
CA-2017-104283,LM-17065,38671,TEC-AC-10000109,223.96,4,0,53.7504
CA-2020-142622,JK-15625,98115,FUR-CH-10003833,97.568,2,0.2,-6.098
CA-2020-142622,JK-15625,98115,FUR-CH-10004289,614.272,8,0.2,-23.0352
CA-2020-142622,JK-15625,98115,FUR-BO-10004467,199.98,2,0,37.9962
CA-2019-132143,FM-14215,6457,OFF-PA-10002713,48.16,7,0,22.1536
CA-2018-153108,SF-20200,47362,TEC-PH-10001552,23.92,2,0,6.6976
CA-2018-153108,SF-20200,47362,OFF-AP-10002222,60.69,7,0,16.3863
CA-2019-112676,PJ-18835,37130,OFF-PA-10003971,14.352,3,0.2,5.2026
CA-2020-165687,CS-12355,24153,OFF-AP-10004036,35.04,2,0,12.264
US-2020-112928,BB-10990,43615,OFF-AP-10002287,17.48,5,0.2,1.311
CA-2020-143343,BW-11200,90032,OFF-AR-10002375,16.4,5,0,4.756
CA-2020-115154,RS-19420,98115,FUR-TA-10001950,892.98,2,0,80.3682
CA-2018-149342,TS-21160,31907,TEC-PH-10001557,287.97,3,0,77.7519
CA-2018-149342,TS-21160,31907,FUR-FU-10002937,595.38,6,0,297.69
CA-2018-149342,TS-21160,31907,OFF-PA-10001166,12.96,2,0,6.2208
CA-2018-130995,QJ-19255,10009,TEC-PH-10000347,4.95,1,0,1.3365
CA-2020-127929,FM-14215,6457,FUR-FU-10003708,181.95,3,0,38.2095
CA-2018-113145,VD-21670,10011,OFF-PA-10002659,13.52,4,0,6.2192
CA-2018-113145,VD-21670,10011,FUR-FU-10000965,259.7,5,0,106.477
CA-2018-113145,VD-21670,10011,TEC-PH-10001527,42.95,1,0,1.2885
CA-2018-113145,VD-21670,10011,TEC-AC-10001838,1399.93,7,0,601.9699
CA-2018-113145,VD-21670,10011,TEC-PH-10002597,503.96,4,0,125.99
CA-2017-162362,JL-15505,48640,OFF-BI-10000756,12.72,3,0,6.36
CA-2017-162362,JL-15505,48640,OFF-BI-10000546,11.52,4,0,5.6448
CA-2019-106558,DL-13495,31907,TEC-AC-10001142,316,4,0,31.6
CA-2020-157931,MO-17800,30076,FUR-CH-10000785,723.92,4,0,188.2192
CA-2020-157931,MO-17800,30076,OFF-PA-10000474,106.32,3,0,49.9704
CA-2019-115574,BP-11185,60623,FUR-BO-10003441,141.372,2,0.3,-14.1372
CA-2018-160794,MS-17980,77041,OFF-PA-10004156,27.216,3,0.2,9.8658
CA-2020-116225,SV-20935,10009,TEC-AC-10001432,390.75,5,0,171.93
US-2020-120418,BC-11125,85345,FUR-CH-10001394,280.792,1,0.2,35.099
US-2020-120418,BC-11125,85345,OFF-ST-10002370,68.448,4,0.2,7.7004
US-2020-120418,BC-11125,85345,OFF-AR-10002956,88.04,5,0.2,6.603
US-2020-120418,BC-11125,85345,OFF-AR-10001955,15.872,1,0.2,1.984
US-2020-120418,BC-11125,85345,OFF-ST-10001809,215.592,3,0.2,-48.5082
CA-2020-122035,EM-13825,57103,OFF-LA-10004093,14.62,2,0,6.8714
CA-2020-122035,EM-13825,57103,OFF-AP-10002118,416.32,2,0,112.4064
CA-2020-122035,EM-13825,57103,OFF-BI-10000404,43,5,0,20.21
CA-2020-122035,EM-13825,57103,FUR-CH-10003833,182.94,3,0,27.441
CA-2020-122035,EM-13825,57103,OFF-BI-10002072,60.83,7,0,30.415
CA-2020-122035,EM-13825,57103,TEC-AC-10003095,389.97,3,0,132.5898
CA-2018-117828,BD-11500,23223,OFF-AP-10001563,194.32,4,0,56.3528
CA-2020-165491,HW-14935,98115,TEC-AC-10000358,265.93,7,0,63.8232
CA-2018-109470,KC-16255,42420,OFF-BI-10004492,94.74,3,0,44.5278
CA-2018-109470,KC-16255,42420,OFF-BI-10001072,60.64,4,0,27.8944
CA-2018-109470,KC-16255,42420,OFF-BI-10003707,76.3,5,0,38.15
CA-2018-109470,KC-16255,42420,OFF-BI-10000977,364.8,12,0,167.808
CA-2018-105102,BM-11575,10035,OFF-BI-10002082,79.872,3,0.2,29.952
CA-2018-105102,BM-11575,10035,FUR-BO-10004709,46.384,1,0.2,1.1596
CA-2018-105102,BM-11575,10035,OFF-PA-10002365,12.96,2,0,6.2208
CA-2020-138422,KN-16705,80525,OFF-EN-10004147,14.352,3,0.2,5.2026
US-2018-147739,JD-16150,19140,FUR-FU-10001468,547.136,4,0.2,-68.392
CA-2019-155187,LA-16780,90004,OFF-ST-10000642,41.96,2,0,2.9372
CA-2019-155187,LA-16780,90004,OFF-PA-10000380,41.7,5,0,20.85
CA-2020-169285,RW-19690,47905,OFF-PA-10004071,277.4,5,0,133.152
CA-2020-169285,RW-19690,47905,OFF-PA-10004971,5.78,1,0,2.8322
CA-2017-140886,KW-16570,37042,OFF-AP-10000696,69.216,6,0.2,11.2476
CA-2020-152695,CC-12220,6824,OFF-EN-10004030,10.86,3,0,5.1042
CA-2020-152695,CC-12220,6824,OFF-AP-10000026,426.79,7,0,123.7691
CA-2017-110639,RH-19495,10009,OFF-PA-10003936,25.92,4,0,12.4416
CA-2017-110639,RH-19495,10009,OFF-PA-10004530,45.92,4,0,22.5008
CA-2017-121727,JK-15625,43229,OFF-AR-10004930,10.72,2,0.2,1.742
CA-2019-137736,DC-13285,31088,OFF-AR-10004999,41.86,7,0,10.465
US-2017-143231,GM-14455,2038,FUR-FU-10002501,63.2,5,0,23.384
US-2017-143231,GM-14455,2038,TEC-AC-10000358,113.97,3,0,27.3528
US-2017-155894,CL-11890,60623,OFF-ST-10004804,123.552,3,0.2,-29.3436
CA-2019-119025,PV-18985,53209,OFF-AP-10001205,490.32,9,0,137.2896
CA-2019-159373,LT-17110,78207,OFF-PA-10000659,70.08,5,0.2,24.528
CA-2019-159373,LT-17110,78207,OFF-BI-10004141,1.272,2,0.8,-2.1624
CA-2019-159373,LT-17110,78207,FUR-TA-10004619,557.585,5,0.3,0
CA-2020-109701,AM-10360,90032,OFF-BI-10004187,9.024,6,0.2,3.1584
CA-2020-109701,AM-10360,90032,OFF-BI-10000632,69.456,2,0.2,22.5732
CA-2020-109701,AM-10360,90032,OFF-PA-10003724,10.86,2,0,5.3214
CA-2020-109701,AM-10360,90032,OFF-AP-10002765,79.47,3,0,22.2516
CA-2020-109701,AM-10360,90032,OFF-AR-10001868,10.08,6,0,5.04
CA-2018-111514,SC-20260,94122,FUR-BO-10002545,1552.831,7,0.15,200.9546
CA-2018-111514,SC-20260,94122,OFF-BI-10002735,137.24,5,0.2,46.3185
CA-2018-111514,SC-20260,94122,TEC-AC-10004864,36.51,1,0,15.6993
CA-2018-111514,SC-20260,94122,TEC-MA-10000597,239.976,3,0.2,80.9919
US-2017-148838,CP-12340,10024,FUR-TA-10003473,1579.746,7,0.4,-447.5947
US-2017-148838,CP-12340,10024,FUR-TA-10001950,1071.576,4,0.4,-553.6476
US-2017-148838,CP-12340,10024,FUR-TA-10004175,613.908,3,0.4,-122.7816
US-2017-148838,CP-12340,10024,OFF-PA-10002960,34.86,7,0,16.3842
US-2017-148838,CP-12340,10024,OFF-PA-10000919,155.04,4,0,75.9696
CA-2020-136497,RF-19840,43229,OFF-BI-10001553,13.71,5,0.7,-10.054
US-2019-108637,AB-10060,22980,FUR-FU-10004864,127.88,2,0,40.9216
US-2019-108637,AB-10060,22980,OFF-AP-10004540,160.32,2,0,44.8896
US-2019-108637,AB-10060,22980,OFF-BI-10004965,46,4,0,20.7
CA-2017-102295,EH-13990,95823,FUR-CH-10001714,120.712,1,0.2,-18.1068
CA-2020-123659,MN-17935,20735,OFF-PA-10002464,23.12,4,0,11.3288
US-2019-129469,KL-16555,45014,FUR-FU-10002298,532.704,6,0.2,-26.6352
US-2019-129469,KL-16555,45014,OFF-AR-10000315,4.912,2,0.2,0.307
CA-2020-155152,MP-17965,2886,TEC-AC-10004353,252,4,0,93.24
CA-2019-159940,BF-11020,60505,FUR-FU-10004973,60.288,8,0.6,-27.1296
CA-2019-159940,BF-11020,60505,OFF-FA-10000936,2.632,1,0.2,0.8225
CA-2019-159940,BF-11020,60505,OFF-PA-10001609,23.688,9,0.2,7.6986
CA-2019-159940,BF-11020,60505,FUR-CH-10000785,253.372,2,0.3,-14.4784
CA-2020-119669,TP-21130,30080,OFF-FA-10000053,5.67,3,0,0.1134
US-2017-164616,MS-17770,43229,OFF-BI-10001718,76.776,4,0.7,-58.8616
US-2017-164616,MS-17770,43229,OFF-SU-10004768,9.184,2,0.2,1.148
CA-2018-148628,KM-16375,91360,OFF-PA-10003883,32.75,5,0,15.065
CA-2019-118052,BE-11455,44052,OFF-FA-10004248,7.216,2,0.2,1.7138
CA-2019-118052,BE-11455,44052,OFF-PA-10002581,49.568,2,0.2,15.49
CA-2019-118052,BE-11455,44052,FUR-FU-10004848,54.712,7,0.2,11.6263
US-2020-117534,CV-12295,93727,OFF-AP-10002403,176.04,4,0,45.7704
US-2020-117534,CV-12295,93727,OFF-AR-10003087,16.02,9,0,4.4856
US-2020-117534,CV-12295,93727,OFF-BI-10002026,185.92,4,0.2,62.748
US-2020-117534,CV-12295,93727,TEC-PH-10000141,211.168,4,0.2,15.8376
US-2020-117534,CV-12295,93727,TEC-CO-10000971,479.984,2,0.2,59.998
CA-2018-145065,DK-13375,92105,OFF-FA-10001229,7.86,2,0,3.6156
CA-2018-145065,DK-13375,92105,OFF-BI-10002437,24.448,2,0.2,8.8624
US-2018-127040,SG-20605,10009,OFF-PA-10004255,6.48,1,0,3.1104
US-2018-127040,SG-20605,10009,OFF-PA-10001184,41.86,7,0,20.5114
US-2018-127040,SG-20605,10009,TEC-AC-10002637,1619.91,9,0,97.1946
US-2018-127040,SG-20605,10009,FUR-FU-10002878,113.92,4,0,42.1504
CA-2019-128111,CS-12355,2148,OFF-AR-10000588,39.68,2,0,10.3168
CA-2018-137897,PJ-18835,10035,TEC-AC-10002217,37.6,2,0,2.256
CA-2018-137897,PJ-18835,10035,TEC-AC-10001267,59.9,2,0,23.96
CA-2018-137897,PJ-18835,10035,OFF-PA-10004041,37,5,0,16.65
CA-2020-169264,NP-18700,94109,OFF-LA-10001613,5.76,2,0,2.8224
CA-2020-169264,NP-18700,94109,OFF-AR-10000246,16.68,6,0,4.3368
CA-2020-147361,SB-20290,29501,OFF-ST-10001809,628.81,7,0,12.5762
CA-2020-147361,SB-20290,29501,OFF-ST-10002214,56.45,5,0,14.677
CA-2020-145877,AS-10090,65807,OFF-ST-10000649,94.2,6,0,23.55
CA-2020-145877,AS-10090,65807,OFF-EN-10001990,28.4,5,0,13.348
US-2019-110170,HM-14860,77340,FUR-BO-10000780,956.6648,7,0.32,-225.0976
CA-2020-108574,MG-18145,90045,TEC-AC-10002049,1115.91,9,0,200.8638
CA-2020-108574,MG-18145,90045,TEC-PH-10003555,128.744,7,0.2,-28.9674
CA-2020-108574,MG-18145,90045,TEC-PH-10000702,79.92,10,0.2,26.973
CA-2020-144589,TM-21010,94122,OFF-AR-10003631,24.2,5,0,7.986
CA-2020-144589,TM-21010,94122,TEC-PH-10003072,359.976,3,0.2,130.4913
CA-2020-155985,BE-11335,94122,FUR-FU-10000758,211.84,8,0,76.2624
CA-2017-162684,AS-10630,19120,OFF-FA-10000992,5.68,2,0.2,1.917
CA-2018-142041,EM-13810,90036,OFF-BI-10004187,7.52,5,0.2,2.632
CA-2017-151295,JA-15970,90045,OFF-PA-10001947,11.96,2,0,5.8604
CA-2017-151295,JA-15970,90045,FUR-TA-10002356,629.064,3,0.2,31.4532
CA-2019-156300,TB-21595,53209,FUR-CH-10001714,754.45,5,0,60.356
CA-2018-146087,PP-18955,1040,FUR-BO-10002824,301.96,2,0,60.392
CA-2020-168655,ML-18040,87105,TEC-AC-10002842,595,5,0,95.2
CA-2020-168655,ML-18040,87105,OFF-BI-10002082,79.872,3,0.2,29.952
CA-2019-107202,LC-16930,89431,TEC-MA-10000112,2396.4,10,0.2,179.73
CA-2020-159597,MC-17590,92236,OFF-ST-10002289,63.56,2,0,3.178
CA-2020-159597,MC-17590,92236,TEC-AC-10004171,99.99,1,0,43.9956
CA-2019-155551,CR-12580,60126,OFF-ST-10003656,230.376,3,0.2,-48.9549
CA-2019-155551,CR-12580,60126,OFF-PA-10001560,9.664,2,0.2,3.2616
US-2020-147669,SV-20935,45014,TEC-AC-10002473,158.928,7,0.2,41.7186
US-2020-147669,SV-20935,45014,OFF-BI-10000632,13.023,1,0.7,-10.4184
US-2020-147669,SV-20935,45014,FUR-TA-10002645,273.06,2,0.4,-104.673
US-2020-147669,SV-20935,45014,OFF-FA-10002975,39.312,13,0.2,12.7764
CA-2019-169922,MZ-17515,76017,OFF-BI-10003784,1.344,4,0.8,-2.1504
CA-2019-169922,MZ-17515,76017,OFF-BI-10001617,8.272,4,0.8,-13.6488
CA-2019-169922,MZ-17515,76017,FUR-FU-10004415,12.544,7,0.6,-9.0944
CA-2020-100748,RB-19795,94110,OFF-LA-10000240,58.48,8,0,27.4856
CA-2020-129805,HM-14860,98103,FUR-FU-10001935,7.4,2,0,3.034
CA-2017-148586,AZ-10750,10009,FUR-CH-10002439,366.786,7,0.1,65.2064
US-2020-112613,JH-15910,77070,TEC-PH-10001536,54.368,4,0.2,4.0776
CA-2018-154746,PJ-18835,22153,OFF-EN-10001532,33.96,2,0,16.98
CA-2018-154746,PJ-18835,22153,OFF-AP-10003057,826.11,3,0,322.1829
CA-2020-140053,CA-12265,87401,FUR-FU-10003708,545.85,9,0,114.6285
CA-2017-164210,PW-19240,80027,FUR-TA-10000849,145.98,2,0.5,-99.2664
CA-2017-164210,PW-19240,80027,OFF-PA-10002259,35.808,4,0.2,12.5328
CA-2020-139948,SW-20455,33614,FUR-FU-10002597,7.904,2,0.2,2.1736
CA-2019-146934,AF-10870,7055,TEC-PH-10004614,345,5,0,86.25
CA-2019-146934,AF-10870,7055,FUR-TA-10003748,174.286,2,0.3,-19.9184
CA-2019-146934,AF-10870,7055,OFF-AP-10003217,662.84,4,0,172.3384
CA-2019-146934,AF-10870,7055,TEC-AC-10002399,95.1,5,0,30.432
CA-2019-146934,AF-10870,7055,OFF-EN-10002973,26.88,6,0,12.9024
CA-2019-146934,AF-10870,7055,TEC-PH-10001336,257.98,2,0,74.8142
CA-2018-100573,AM-10705,90004,OFF-EN-10000461,17.48,2,0,8.2156
CA-2019-119165,BD-11320,19143,FUR-CH-10000988,492.835,5,0.3,-14.081
CA-2018-128027,CM-12385,29406,OFF-ST-10001809,269.49,3,0,5.3898
CA-2019-140207,CS-12400,95123,OFF-BI-10003963,29.12,5,0.2,9.828
CA-2020-140949,DB-13405,10011,OFF-LA-10000081,18.75,5,0,9
CA-2020-140949,DB-13405,10011,TEC-PH-10000149,119.7,6,0,31.122
CA-2020-140949,DB-13405,10011,OFF-BI-10000605,9.144,3,0.2,3.0861
CA-2020-140949,DB-13405,10011,TEC-AC-10002399,57.06,3,0,18.2592
CA-2020-140949,DB-13405,10011,TEC-AC-10003038,71.6,8,0,13.604
CA-2020-140949,DB-13405,10011,OFF-ST-10000344,107.44,8,0,27.9344
CA-2020-140949,DB-13405,10011,OFF-LA-10004093,7.31,1,0,3.4357
CA-2020-140949,DB-13405,10011,OFF-AR-10001683,59.1,6,0,22.458
CA-2020-140949,DB-13405,10011,OFF-ST-10003455,46.53,3,0,12.0978
CA-2020-138548,JG-15160,7060,OFF-AP-10002578,97.84,2,0,25.4384
CA-2018-142419,SC-20380,98115,OFF-PA-10001763,29.97,3,0,13.4865
CA-2018-142419,SC-20380,98115,OFF-BI-10001597,98.352,3,0.2,34.4232
CA-2020-148691,CS-12460,10009,OFF-BI-10001524,83.92,5,0.2,29.372
CA-2020-148691,CS-12460,10009,OFF-BI-10001553,14.624,2,0.2,5.1184
CA-2020-148691,CS-12460,10009,TEC-PH-10000576,136.99,1,0,36.9873
CA-2020-148691,CS-12460,10009,OFF-LA-10001317,3.15,1,0,1.512
CA-2020-128755,MK-18160,23602,OFF-PA-10000726,9.11,1,0,4.0995
CA-2020-128755,MK-18160,23602,OFF-ST-10003306,571.44,4,0,165.7176
CA-2020-128755,MK-18160,23602,OFF-PA-10004983,32.4,5,0,15.552
CA-2020-128755,MK-18160,23602,OFF-ST-10001291,16.91,1,0,4.5657
US-2019-135923,CM-11935,28314,FUR-FU-10002107,14.272,8,0.2,4.2816
US-2019-135923,CM-11935,28314,FUR-BO-10002213,451.136,4,0.2,-67.6704
US-2019-135923,CM-11935,28314,OFF-AP-10000692,64.864,4,0.2,6.4864
CA-2019-114972,PF-19225,90032,FUR-CH-10001190,217.584,2,0.2,-29.9178
CA-2019-114972,PF-19225,90032,TEC-AC-10000682,82.95,5,0,29.0325
CA-2019-114972,PF-19225,90032,OFF-LA-10004545,87.71,7,0,41.2237
CA-2019-114972,PF-19225,90032,OFF-AP-10003057,1101.48,4,0,429.5772
CA-2020-102750,GM-14695,90036,FUR-TA-10000198,1322.352,3,0.2,-99.1764
CA-2017-145212,DC-12850,10011,OFF-AR-10002833,5.46,3,0,1.4742
CA-2020-141992,FO-14305,75220,OFF-SU-10002557,11.184,1,0.2,0.8388
CA-2020-141992,FO-14305,75220,OFF-ST-10003656,153.584,2,0.2,-32.6366
CA-2020-147956,AH-10210,98105,OFF-ST-10001097,1003.62,6,0,0
CA-2020-126067,KN-16705,98105,TEC-PH-10000912,35.168,4,0.2,11.4296
CA-2020-126067,KN-16705,98105,FUR-TA-10000617,1137.75,5,0,250.305
CA-2020-126067,KN-16705,98105,OFF-BI-10001658,99.68,5,0.2,32.396
CA-2020-126067,KN-16705,98105,OFF-AR-10003856,5.56,2,0,1.4456
CA-2018-104514,CB-12535,19711,OFF-ST-10001837,85.52,2,0,22.2352
CA-2018-104514,CB-12535,19711,OFF-AR-10001473,9.84,3,0,2.6568
CA-2018-104514,CB-12535,19711,OFF-PA-10004285,20.04,3,0,9.6192
CA-2018-141040,TB-21250,10024,TEC-PH-10001835,631.96,4,0,303.3408
CA-2018-141040,TB-21250,10024,OFF-PA-10002245,23.92,4,0,10.764
CA-2017-113579,KD-16345,90049,OFF-PA-10001457,90.24,6,0,41.5104
CA-2017-144624,JM-15865,14701,TEC-PH-10002885,4548.81,7,0,1228.1787
CA-2019-146206,KT-16480,77095,FUR-TA-10004086,300.93,5,0.3,-34.392
CA-2019-146206,KT-16480,77095,TEC-PH-10000895,719.96,5,0.2,53.997
CA-2017-136644,SC-20575,46544,FUR-CH-10000225,647.84,8,0,32.392
CA-2018-122371,BS-11800,92037,OFF-ST-10002370,64.17,3,0,18.6093
CA-2018-122371,BS-11800,92037,OFF-EN-10000056,124.46,2,0,58.4962
CA-2019-126935,BT-11395,94109,OFF-BI-10004817,9.584,1,0.2,3.3544
US-2020-133781,DC-12850,33178,OFF-EN-10004483,37.608,3,0.2,12.6927
CA-2020-131618,LS-17200,60076,OFF-PA-10001892,12.224,2,0.2,4.4312
CA-2020-131618,LS-17200,60076,OFF-BI-10000546,2.304,4,0.8,-3.5712
CA-2020-131618,LS-17200,60076,OFF-BI-10001294,9.36,4,0.8,-16.38
CA-2019-149482,RR-19315,94110,OFF-LA-10000248,7.38,2,0,3.4686
CA-2017-143917,KL-16645,94122,OFF-ST-10001228,53.72,4,0,15.0416
CA-2017-143917,KL-16645,94122,OFF-SU-10000151,8187.65,5,0,327.506
CA-2017-143917,KL-16645,94122,FUR-FU-10004351,77.92,8,0,34.2848
CA-2018-120397,RB-19435,77070,OFF-AP-10001293,32.784,4,0.8,-85.2384
CA-2020-163902,MY-17380,90045,TEC-PH-10000675,196.776,3,0.2,14.7582
CA-2020-163902,MY-17380,90045,TEC-AC-10000580,479.94,6,0,52.7934
CA-2019-136812,AW-10930,73120,OFF-ST-10003470,1117.92,4,0,55.896
CA-2018-102722,KW-16570,71203,TEC-AC-10003116,106.5,6,0,41.535
CA-2020-155089,DB-12910,33614,OFF-BI-10002429,45.66,5,0.7,-33.484
CA-2019-124506,BB-11545,60623,TEC-AC-10003280,95.968,4,0.2,1.1996
CA-2019-124506,BB-11545,60623,FUR-CH-10004540,47.992,2,0.3,-2.0568
CA-2017-106572,NP-18700,43402,OFF-ST-10000585,264.32,2,0.2,19.824
CA-2017-128888,PB-19105,77095,OFF-EN-10003001,604.656,9,0.2,204.0714
CA-2020-123134,DW-13585,7090,FUR-FU-10003975,129.93,3,0,12.993
CA-2019-124352,CD-12790,73120,OFF-LA-10004559,20.16,7,0,9.8784
CA-2019-124352,CD-12790,73120,OFF-LA-10003223,29.46,6,0,14.4354
CA-2019-124352,CD-12790,73120,OFF-AP-10002651,868.59,3,0,251.8911
CA-2019-124352,CD-12790,73120,OFF-PA-10003177,12.96,2,0,6.2208
CA-2019-124352,CD-12790,73120,TEC-PH-10003442,5.5,1,0,1.375
CA-2019-124352,CD-12790,73120,OFF-BI-10000977,121.6,4,0,55.936
CA-2018-124541,TT-21220,77041,OFF-AR-10004078,42.048,9,0.2,5.256
CA-2018-124541,TT-21220,77041,TEC-AC-10002550,25.488,2,0.2,4.4604
CA-2018-124541,TT-21220,77041,OFF-BI-10004965,6.9,3,0.8,-12.075
CA-2018-124541,TT-21220,77041,OFF-BI-10004209,9.648,6,0.8,-16.884
CA-2018-124541,TT-21220,77041,OFF-PA-10001526,7.968,2,0.2,2.8884
CA-2017-108707,DB-12910,33311,OFF-PA-10000788,10.368,2,0.2,3.6288
CA-2017-111500,DJ-13510,72209,OFF-PA-10000595,114.2,5,0,52.532
CA-2017-111500,DJ-13510,72209,OFF-BI-10000829,17.96,4,0,8.2616
CA-2017-111500,DJ-13510,72209,OFF-FA-10002676,12.67,7,0,4.5612
CA-2017-111500,DJ-13510,72209,TEC-AC-10000844,339.96,4,0,122.3856
US-2020-117723,DL-13495,19120,OFF-ST-10004459,1801.632,6,0.2,-337.806
CA-2018-143238,LO-17170,92253,TEC-AC-10003499,46.32,4,0,18.0648
CA-2018-168746,SV-20365,44105,FUR-CH-10000513,181.986,2,0.3,-54.5958
CA-2018-168746,SV-20365,44105,TEC-PH-10000895,431.976,4,0.4,-100.7944
CA-2018-168746,SV-20365,44105,TEC-PH-10002555,155.37,1,0.4,-36.253
CA-2018-113404,EM-13810,94122,FUR-CH-10003312,1348.704,6,0.2,-219.1644
CA-2018-113404,EM-13810,94122,FUR-CH-10004086,700.152,3,0.2,78.7671
CA-2019-144792,KD-16615,85254,FUR-FU-10002759,111.888,7,0.2,22.3776
CA-2017-164385,NB-18580,19134,OFF-AP-10002191,143.952,3,0.2,14.3952
US-2019-114174,AP-10720,2148,FUR-BO-10003450,173.94,3,0,13.9152
US-2019-114174,AP-10720,2148,OFF-LA-10000248,14.76,4,0,6.9372
CA-2020-108070,JE-15745,95123,OFF-ST-10004804,205.92,4,0,2.0592
CA-2020-108070,JE-15745,95123,FUR-BO-10001337,102.833,1,0.15,-6.049
US-2018-128090,JM-15865,85023,OFF-AR-10002255,2.304,1,0.2,0.2592
US-2018-128090,JM-15865,85023,TEC-PH-10002624,1879.96,5,0.2,211.4955
US-2018-128090,JM-15865,85023,OFF-PA-10001878,313.024,8,0.2,105.6456
US-2018-128090,JM-15865,85023,OFF-LA-10000452,5.04,2,0.2,1.764
CA-2020-101042,AB-10105,42420,FUR-FU-10004665,821.88,6,0,213.6888
CA-2020-101042,AB-10105,42420,OFF-BI-10000088,21.96,2,0,10.7604
CA-2019-155439,PN-18775,29203,OFF-PA-10000029,25.92,4,0,12.4416
CA-2019-118626,JC-15775,32303,TEC-PH-10000369,705.544,7,0.2,70.5544
CA-2018-111458,PF-19165,10035,TEC-AC-10001590,50,2,0,12
US-2019-126844,BW-11110,77070,FUR-FU-10004909,51.712,8,0.6,-32.32
US-2018-112508,BP-11185,33065,OFF-AP-10002287,6.992,2,0.2,0.5244
CA-2018-147788,TM-21010,84057,FUR-BO-10004357,1406.86,7,0,140.686
CA-2018-147788,TM-21010,84057,OFF-LA-10003766,15.75,5,0,7.56
CA-2018-147788,TM-21010,84057,OFF-ST-10000046,323.1,2,0,61.389
CA-2018-144288,MB-17305,37211,OFF-LA-10003190,9.216,4,0.2,3.3408
CA-2018-144288,MB-17305,37211,OFF-PA-10002787,10.368,2,0.2,3.6288
CA-2018-110632,HR-14830,10009,TEC-AC-10000387,15.02,1,0,2.7036
CA-2018-110632,HR-14830,10009,OFF-ST-10001291,33.82,2,0,9.1314
CA-2020-109589,BD-11635,42104,TEC-AC-10003116,71,4,0,27.69
CA-2020-123967,SF-20200,98226,OFF-BI-10001308,25.12,5,0.2,7.85
CA-2020-123967,SF-20200,98226,FUR-TA-10003954,2665.62,9,0,239.9058
CA-2020-148929,SP-20620,10011,OFF-ST-10003282,478.08,8,0,133.8624
CA-2020-134404,DR-12880,43055,TEC-PH-10000576,164.388,2,0.4,-35.6174
CA-2020-134404,DR-12880,43055,OFF-AR-10004441,13.248,4,0.2,3.6432
CA-2020-109778,VM-21685,60098,OFF-AR-10003759,2.912,2,0.2,0.91
CA-2019-155845,CM-12235,75007,TEC-AC-10004145,1399.944,7,0.2,52.4979
CA-2020-145128,SM-20320,47905,FUR-FU-10000293,526.45,5,0,31.587
CA-2017-129091,RA-19885,31907,OFF-EN-10004955,16.23,3,0,7.9527
CA-2017-129091,RA-19885,31907,OFF-BI-10001071,319.9,5,0,156.751
CA-2017-129091,RA-19885,31907,OFF-EN-10001990,11.36,2,0,5.3392
CA-2017-129091,RA-19885,31907,OFF-AP-10002734,675.12,3,0,290.3016
US-2017-155502,SD-20485,22304,FUR-FU-10004587,62.82,3,0,30.7818
US-2017-155502,SD-20485,22304,OFF-ST-10004337,489.92,8,0,0
US-2017-155502,SD-20485,22304,OFF-PA-10003072,19.44,3,0,9.3312
US-2017-155502,SD-20485,22304,OFF-PA-10000380,16.68,2,0,8.34
US-2017-155502,SD-20485,22304,TEC-PH-10004833,155.35,13,0,0
US-2017-155502,SD-20485,22304,FUR-FU-10001847,12.42,3,0,4.4712
US-2017-155502,SD-20485,22304,TEC-PH-10002103,187.98,2,0,52.6344
CA-2018-121041,CS-12250,76117,OFF-EN-10001137,6.608,2,0.2,2.1476
CA-2020-131695,RA-19285,10024,OFF-ST-10001476,248.57,7,0,67.1139
CA-2020-131695,RA-19285,10024,FUR-FU-10002045,22.23,1,0,9.7812
CA-2019-137729,BF-11005,90004,OFF-ST-10001505,5.98,1,0,1.0166
CA-2019-137729,BF-11005,90004,TEC-PH-10001433,246.168,3,0.2,21.5397
US-2019-115455,SE-20110,60090,FUR-FU-10004671,14.136,2,0.6,-7.7748
