order_id,order_date,ship_date,ship_mode
US-2019-146570,2019-05-15,2019-05-20,Standard Class
CA-2020-124401,2020-09-07,2020-09-12,Standard Class
US-2017-140116,2017-03-10,2017-03-17,Standard Class
CA-2017-123295,2017-07-18,2017-07-18,Same Day
CA-2020-167101,2020-03-24,2020-03-28,Second Class
US-2017-167633,2017-09-30,2017-10-05,Standard Class
US-2017-152723,2017-09-26,2017-09-26,Same Day
CA-2018-164882,2018-10-31,2018-10-31,Same Day
CA-2018-159786,2018-10-12,2018-10-17,Second Class
CA-2019-130267,2019-09-19,2019-09-23,Standard Class
CA-2020-155460,2020-04-13,2020-04-15,First Class
US-2020-168690,2020-01-07,2020-01-13,Standard Class
CA-2020-158246,2020-11-09,2020-11-11,First Class
CA-2020-167381,2020-09-22,2020-09-24,Second Class
CA-2020-144862,2020-12-01,2020-12-05,Standard Class
CA-2017-126032,2017-06-23,2017-06-28,Standard Class
CA-2018-134859,2018-10-04,2018-10-09,Standard Class
US-2017-114188,2017-05-20,2017-05-22,Second Class
CA-2018-156524,2018-11-20,2018-11-26,Standard Class
CA-2018-122210,2018-11-30,2018-12-04,Standard Class
CA-2018-156377,2018-12-31,2019-01-05,Standard Class
US-2020-157896,2020-11-16,2020-11-16,Same Day
CA-2017-159520,2017-06-06,2017-06-11,Standard Class
CA-2019-155481,2019-09-01,2019-09-05,Standard Class
US-2019-152051,2019-06-25,2019-06-29,Standard Class
CA-2017-141607,2017-12-12,2017-12-17,Standard Class
CA-2020-102771,2020-03-31,2020-04-05,Standard Class
US-2020-139969,2020-11-19,2020-11-26,Standard Class
CA-2017-167360,2017-11-24,2017-11-29,Second Class
CA-2018-123505,2018-11-22,2018-11-26,Standard Class
CA-2019-117282,2019-07-14,2019-07-18,Standard Class
US-2019-120460,2019-04-30,2019-05-05,Standard Class
CA-2019-111115,2019-07-25,2019-07-27,Second Class
CA-2017-124646,2017-06-22,2017-06-24,First Class
CA-2020-148166,2020-10-21,2020-10-26,Standard Class
CA-2019-159737,2019-09-03,2019-09-09,Standard Class
CA-2019-141019,2019-05-14,2019-05-14,Same Day
CA-2019-101938,2019-01-07,2019-01-12,Standard Class
CA-2020-166296,2020-03-13,2020-03-19,Standard Class
CA-2019-154018,2019-10-13,2019-10-19,Standard Class
CA-2020-117870,2020-01-27,2020-01-30,Second Class
US-2020-137491,2020-11-19,2020-11-25,Standard Class
CA-2017-152296,2017-08-01,2017-08-03,First Class
CA-2019-112025,2019-07-30,2019-08-04,Standard Class
CA-2018-132507,2018-07-30,2018-08-03,Second Class
CA-2019-125738,2019-10-15,2019-10-21,Standard Class
CA-2019-128818,2019-05-07,2019-05-11,Standard Class
CA-2020-124576,2020-08-01,2020-08-04,Second Class
CA-2019-101378,2019-07-14,2019-07-14,Same Day
CA-2020-143063,2020-08-10,2020-08-15,Standard Class
CA-2019-118913,2019-06-25,2019-06-29,Standard Class
CA-2019-128412,2019-12-10,2019-12-17,Standard Class
CA-2019-136483,2019-12-01,2019-12-06,Standard Class
CA-2017-163013,2017-11-28,2017-12-04,Standard Class
CA-2018-135363,2018-03-28,2018-04-02,Standard Class
US-2017-165659,2017-06-01,2017-06-06,Standard Class
CA-2018-138002,2018-09-06,2018-09-12,Standard Class
CA-2018-128860,2018-06-29,2018-07-05,Standard Class
CA-2019-164350,2019-09-10,2019-09-12,Second Class
US-2017-103905,2017-07-14,2017-07-20,Standard Class
CA-2018-129854,2018-08-22,2018-08-26,Standard Class
CA-2017-125556,2017-11-14,2017-11-16,Second Class
CA-2019-162313,2019-11-27,2019-11-30,First Class
CA-2020-107874,2020-11-21,2020-11-25,Standard Class
CA-2020-129378,2020-10-01,2020-10-02,First Class
CA-2017-151953,2017-09-20,2017-09-25,Standard Class
CA-2020-130841,2020-07-28,2020-08-01,Standard Class
CA-2018-131884,2018-12-06,2018-12-06,Same Day
CA-2020-121909,2020-07-31,2020-08-05,Standard Class
CA-2019-106383,2019-03-19,2019-03-21,Second Class
CA-2020-130771,2020-07-29,2020-08-03,Standard Class
CA-2019-139157,2019-10-01,2019-10-05,Standard Class
CA-2017-128055,2017-03-31,2017-04-05,Standard Class
CA-2020-157091,2020-06-26,2020-07-01,Standard Class
CA-2020-132122,2020-07-09,2020-07-14,Standard Class
CA-2018-123232,2018-12-14,2018-12-16,Second Class
CA-2020-104066,2020-12-05,2020-12-10,Standard Class
CA-2018-145849,2018-09-15,2018-09-17,Second Class
CA-2019-122322,2019-07-15,2019-07-21,Standard Class
CA-2020-166849,2020-04-20,2020-04-26,Standard Class
CA-2019-146633,2019-11-15,2019-11-17,Second Class
US-2019-126893,2019-11-26,2019-12-01,Standard Class
CA-2020-103380,2020-11-21,2020-11-25,Standard Class
CA-2018-116092,2018-02-15,2018-02-18,Second Class
CA-2019-117849,2019-04-15,2019-04-17,Second Class
CA-2018-169201,2018-09-28,2018-10-01,First Class
CA-2019-164091,2019-09-17,2019-09-22,Standard Class
CA-2020-105214,2020-06-16,2020-06-19,First Class
CA-2018-117611,2018-11-08,2018-11-10,Second Class
US-2018-137960,2018-12-18,2018-12-18,Same Day
CA-2020-122994,2020-02-06,2020-02-09,First Class
CA-2019-131065,2019-11-14,2019-11-16,Second Class
CA-2020-149146,2020-10-12,2020-10-12,Same Day
CA-2020-137470,2020-09-17,2020-09-17,Same Day
CA-2020-105480,2020-12-20,2020-12-26,Standard Class
CA-2020-164917,2020-12-02,2020-12-07,Standard Class
CA-2018-102036,2018-09-21,2018-09-27,Standard Class
CA-2018-142944,2018-03-06,2018-03-11,Standard Class
CA-2017-157882,2017-10-03,2017-10-08,Second Class
CA-2017-104283,2017-06-27,2017-07-01,Standard Class
CA-2020-142622,2020-10-30,2020-11-02,First Class
CA-2019-132143,2019-09-03,2019-09-05,First Class
CA-2018-153108,2018-03-05,2018-03-09,Standard Class
CA-2019-112676,2019-05-05,2019-05-08,First Class
CA-2020-165687,2020-11-17,2020-11-23,Standard Class
US-2020-112928,2020-06-01,2020-06-05,Second Class
CA-2020-143343,2020-06-10,2020-06-13,First Class
CA-2020-115154,2020-01-08,2020-01-11,First Class
CA-2018-149342,2018-04-20,2018-04-25,Standard Class
CA-2018-130995,2018-11-01,2018-11-06,Standard Class
CA-2020-127929,2020-12-23,2020-12-27,Standard Class
CA-2018-113145,2018-11-01,2018-11-05,Standard Class
CA-2017-162362,2017-11-14,2017-11-18,Standard Class
CA-2019-106558,2019-01-17,2019-01-21,Standard Class
CA-2020-157931,2020-09-17,2020-09-22,Second Class
CA-2019-115574,2019-12-23,2019-12-24,First Class
CA-2018-160794,2018-08-06,2018-08-08,First Class
CA-2020-116225,2020-11-05,2020-11-09,Standard Class
US-2020-120418,2020-06-11,2020-06-12,First Class
CA-2020-122035,2020-07-20,2020-07-25,Standard Class
CA-2018-117828,2018-12-23,2018-12-26,First Class
CA-2020-165491,2020-03-20,2020-03-24,Standard Class
CA-2018-109470,2018-12-31,2019-01-03,Second Class
CA-2018-105102,2018-09-15,2018-09-19,Second Class
CA-2020-138422,2020-09-23,2020-09-26,First Class
US-2018-147739,2018-12-25,2018-12-29,Standard Class
CA-2019-155187,2019-09-24,2019-09-26,Second Class
CA-2020-169285,2020-03-21,2020-03-25,Standard Class
CA-2017-140886,2017-09-30,2017-10-04,Standard Class
CA-2020-152695,2020-12-10,2020-12-10,Same Day
CA-2017-110639,2017-08-23,2017-08-23,Same Day
CA-2017-121727,2017-08-19,2017-08-24,Standard Class
CA-2019-137736,2019-11-10,2019-11-15,Standard Class
US-2017-143231,2017-12-31,2018-01-03,First Class
US-2017-155894,2017-07-26,2017-07-30,Second Class
CA-2019-119025,2019-02-22,2019-02-28,Standard Class
CA-2019-159373,2019-03-13,2019-03-18,Standard Class
CA-2020-109701,2020-12-02,2020-12-03,Same Day
CA-2018-111514,2018-08-31,2018-09-02,First Class
US-2017-148838,2017-03-17,2017-03-21,Standard Class
CA-2020-136497,2020-04-16,2020-04-20,Standard Class
US-2019-108637,2019-03-13,2019-03-18,Standard Class
CA-2017-102295,2017-11-24,2017-11-26,Second Class
CA-2020-123659,2020-02-10,2020-02-13,First Class
US-2019-129469,2019-09-23,2019-09-27,Standard Class
CA-2020-155152,2020-07-07,2020-07-09,Second Class
CA-2019-159940,2019-07-07,2019-07-11,Second Class
CA-2020-119669,2020-01-24,2020-01-30,Standard Class
US-2017-164616,2017-08-19,2017-08-21,Second Class
CA-2018-148628,2018-12-06,2018-12-11,Standard Class
CA-2019-118052,2019-05-06,2019-05-10,Standard Class
US-2020-117534,2020-03-25,2020-03-26,First Class
CA-2018-145065,2018-12-12,2018-12-15,First Class
US-2018-127040,2018-12-06,2018-12-10,Standard Class
CA-2019-128111,2019-03-17,2019-03-23,Standard Class
CA-2018-137897,2018-11-14,2018-11-19,Standard Class
CA-2020-169264,2020-08-14,2020-08-16,Second Class
CA-2020-147361,2020-09-09,2020-09-15,Standard Class
CA-2020-145877,2020-04-01,2020-04-04,Second Class
US-2019-110170,2019-09-27,2019-10-03,Standard Class
CA-2020-108574,2020-10-07,2020-10-11,Standard Class
CA-2020-144589,2020-01-20,2020-01-25,Standard Class
CA-2020-155985,2020-03-23,2020-03-25,First Class
CA-2017-162684,2017-08-01,2017-08-06,Standard Class
CA-2018-142041,2018-06-07,2018-06-09,Second Class
CA-2017-151295,2017-11-12,2017-11-16,Standard Class
CA-2019-156300,2019-12-29,2020-01-02,Standard Class
CA-2018-146087,2018-07-06,2018-07-11,Standard Class
CA-2020-168655,2020-10-12,2020-10-18,Standard Class
CA-2019-107202,2019-05-21,2019-05-28,Standard Class
CA-2020-159597,2020-11-09,2020-11-14,Standard Class
CA-2019-155551,2019-04-18,2019-04-23,Standard Class
US-2020-147669,2020-12-25,2020-12-30,Standard Class
CA-2019-169922,2019-06-11,2019-06-17,Standard Class
CA-2020-100748,2020-05-13,2020-05-20,Standard Class
CA-2020-129805,2020-12-28,2021-01-02,Standard Class
CA-2017-148586,2017-03-25,2017-04-01,Standard Class
US-2020-112613,2020-05-28,2020-06-01,Standard Class
CA-2018-154746,2018-11-14,2018-11-17,First Class
CA-2020-140053,2020-07-03,2020-07-10,Standard Class
CA-2017-164210,2017-11-18,2017-11-20,Second Class
CA-2020-139948,2020-07-17,2020-07-22,Standard Class
CA-2019-146934,2019-05-22,2019-05-27,Standard Class
CA-2018-100573,2018-09-25,2018-10-01,Standard Class
CA-2019-119165,2019-10-31,2019-11-06,Standard Class
CA-2018-128027,2018-09-14,2018-09-17,Second Class
CA-2019-140207,2019-11-05,2019-11-10,Standard Class
CA-2020-140949,2020-03-17,2020-03-22,Second Class
CA-2020-138548,2020-08-15,2020-08-21,Standard Class
CA-2018-142419,2018-07-11,2018-07-13,Second Class
CA-2020-148691,2020-12-03,2020-12-09,Standard Class
CA-2020-128755,2020-05-04,2020-05-08,Standard Class
US-2019-135923,2019-01-22,2019-01-28,Standard Class
CA-2019-114972,2019-11-03,2019-11-06,First Class
CA-2020-102750,2020-09-04,2020-09-08,Second Class
CA-2017-145212,2017-09-13,2017-09-19,Standard Class
CA-2020-141992,2020-06-19,2020-06-25,Standard Class
CA-2020-147956,2020-12-24,2020-12-31,Standard Class
CA-2020-126067,2020-08-28,2020-09-03,Standard Class
CA-2018-104514,2018-01-02,2018-01-04,Second Class
CA-2018-141040,2018-10-09,2018-10-13,Second Class
CA-2017-113579,2017-12-13,2017-12-15,Second Class
CA-2017-144624,2017-11-19,2017-11-23,Standard Class
CA-2019-146206,2019-09-10,2019-09-14,Second Class
CA-2017-136644,2017-06-16,2017-06-22,Standard Class
CA-2018-122371,2018-09-26,2018-10-01,Standard Class
CA-2019-126935,2019-05-19,2019-05-24,Standard Class
US-2020-133781,2020-06-22,2020-06-23,First Class
CA-2020-131618,2020-06-17,2020-06-20,First Class
CA-2019-149482,2019-11-14,2019-11-19,Standard Class
CA-2017-143917,2017-07-25,2017-07-27,Second Class
CA-2018-120397,2018-07-02,2018-07-02,Same Day
CA-2020-163902,2020-03-02,2020-03-08,Standard Class
CA-2019-136812,2019-11-18,2019-11-23,Standard Class
CA-2018-102722,2018-04-18,2018-04-19,First Class
CA-2020-155089,2020-12-02,2020-12-06,Standard Class
CA-2019-124506,2019-11-11,2019-11-17,Standard Class
CA-2017-106572,2017-09-05,2017-09-10,Standard Class
CA-2017-128888,2017-11-15,2017-11-22,Standard Class
CA-2020-123134,2020-05-02,2020-05-07,Standard Class
CA-2019-124352,2019-10-15,2019-10-21,Standard Class
CA-2018-124541,2018-04-06,2018-04-10,Standard Class
CA-2017-108707,2017-10-24,2017-10-29,Standard Class
CA-2017-111500,2017-08-17,2017-08-21,Standard Class
US-2020-117723,2020-08-15,2020-08-18,Second Class
CA-2018-143238,2018-09-06,2018-09-08,First Class
CA-2018-168746,2018-01-27,2018-01-29,Second Class
CA-2018-113404,2018-07-16,2018-07-16,Same Day
CA-2019-144792,2019-04-30,2019-05-04,Standard Class
CA-2017-164385,2017-09-26,2017-10-01,Second Class
US-2019-114174,2019-09-08,2019-09-14,Standard Class
CA-2020-108070,2020-04-16,2020-04-20,Standard Class
US-2018-128090,2018-08-16,2018-08-22,Standard Class
CA-2020-101042,2020-11-19,2020-11-23,Standard Class
CA-2019-155439,2019-09-14,2019-09-18,Standard Class
CA-2019-118626,2019-08-15,2019-08-20,Standard Class
CA-2018-111458,2018-09-26,2018-09-30,Standard Class
US-2019-126844,2019-10-08,2019-10-14,Standard Class
US-2018-112508,2018-03-24,2018-03-30,Standard Class
CA-2018-147788,2018-05-31,2018-06-04,Standard Class
CA-2018-144288,2018-12-25,2018-12-31,Standard Class
CA-2018-110632,2018-03-17,2018-03-22,Second Class
CA-2020-109589,2020-12-21,2020-12-24,First Class
CA-2020-123967,2020-11-01,2020-11-03,Second Class
CA-2020-148929,2020-09-07,2020-09-11,Standard Class
CA-2020-134404,2020-12-27,2020-12-27,Same Day
CA-2020-109778,2020-07-16,2020-07-21,Standard Class
CA-2019-155845,2019-08-12,2019-08-15,Second Class
CA-2020-145128,2020-07-09,2020-07-14,Standard Class
CA-2017-129091,2017-11-22,2017-11-27,Standard Class
US-2017-155502,2017-01-26,2017-01-31,Standard Class
CA-2018-121041,2018-11-03,2018-11-10,Standard Class
CA-2020-131695,2020-06-30,2020-07-06,Standard Class
CA-2019-137729,2019-05-05,2019-05-09,Standard Class
US-2019-115455,2019-09-08,2019-09-14,Standard Class
CA-2020-128300,2020-11-24,2020-11-26,Second Class
CA-2020-149048,2020-05-13,2020-05-17,Standard Class
CA-2020-108553,2020-04-23,2020-04-29,Standard Class
CA-2019-165848,2019-06-04,2019-06-04,Same Day
CA-2017-112718,2017-12-16,2017-12-21,Standard Class
CA-2019-154053,2019-03-04,2019-03-10,Standard Class
CA-2017-127446,2017-11-25,2017-11-30,Standard Class
CA-2019-137204,2019-04-28,2019-05-05,Standard Class
CA-2017-147298,2017-04-26,2017-05-03,Standard Class
CA-2020-147942,2020-04-01,2020-04-05,Standard Class
CA-2020-115931,2020-12-22,2020-12-26,Standard Class
CA-2017-164861,2017-12-03,2017-12-06,Second Class
CA-2020-127180,2020-10-22,2020-10-24,First Class
US-2020-165344,2020-11-13,2020-11-15,First Class
CA-2018-168186,2018-09-10,2018-09-15,Standard Class
US-2020-110604,2020-05-15,2020-05-20,Standard Class
CA-2018-116750,2018-07-05,2018-07-10,Second Class
CA-2018-162369,2018-08-15,2018-08-19,Standard Class
CA-2020-108441,2020-06-12,2020-06-18,Standard Class
CA-2018-169740,2018-02-20,2018-02-25,Standard Class
CA-2019-124051,2019-12-29,2019-12-30,First Class
CA-2019-149111,2019-04-17,2019-04-21,Second Class
CA-2017-131002,2017-09-07,2017-09-12,Second Class
US-2019-146794,2019-09-26,2019-10-01,Standard Class
CA-2020-112515,2020-09-17,2020-09-21,Second Class
CA-2019-150343,2019-08-16,2019-08-20,Standard Class
CA-2018-135538,2018-12-24,2018-12-28,Standard Class
CA-2020-123372,2020-11-28,2020-12-02,Standard Class
CA-2020-159604,2020-04-14,2020-04-15,First Class
CA-2019-164784,2019-05-01,2019-05-04,First Class
CA-2019-111794,2019-10-01,2019-10-01,Same Day
US-2018-139759,2018-08-25,2018-08-30,Standard Class
CA-2017-126403,2017-09-09,2017-09-12,Second Class
CA-2020-136875,2020-12-03,2020-12-03,Same Day
CA-2020-132185,2020-11-27,2020-12-02,Standard Class
US-2017-160780,2017-06-21,2017-06-21,Same Day
CA-2020-127026,2020-01-21,2020-01-27,Standard Class
CA-2020-137085,2020-06-29,2020-07-06,Standard Class
CA-2019-133123,2019-09-06,2019-09-11,Standard Class
US-2019-128195,2019-08-04,2019-08-05,First Class
CA-2018-153220,2018-11-12,2018-11-14,First Class
CA-2017-123064,2017-06-30,2017-07-02,First Class
CA-2020-156412,2020-12-04,2020-12-08,Standard Class
US-2019-144211,2019-08-28,2019-09-02,Standard Class
CA-2019-138079,2019-01-22,2019-01-28,Standard Class
CA-2017-143182,2017-10-15,2017-10-20,Standard Class
CA-2019-161662,2019-02-07,2019-02-09,First Class
CA-2017-145317,2017-03-18,2017-03-23,Standard Class
CA-2017-143413,2017-05-24,2017-05-30,Standard Class
CA-2020-156818,2020-07-11,2020-07-13,Second Class
CA-2020-155873,2020-06-16,2020-06-21,Standard Class
CA-2018-121797,2018-01-30,2018-02-06,Standard Class
US-2018-120572,2018-12-11,2018-12-15,Standard Class
CA-2020-132430,2020-10-09,2020-10-11,First Class
CA-2020-146031,2020-07-29,2020-08-01,Second Class
CA-2017-110100,2017-04-25,2017-04-29,Standard Class
CA-2018-103723,2018-12-01,2018-12-06,Standard Class
CA-2017-127187,2017-12-04,2017-12-08,Standard Class
CA-2020-128475,2020-08-26,2020-09-01,Standard Class
CA-2017-100006,2017-09-07,2017-09-13,Standard Class
CA-2020-144827,2020-12-21,2020-12-27,Standard Class
CA-2017-110030,2017-12-06,2017-12-08,Second Class
CA-2017-121286,2017-11-04,2017-11-08,Second Class
CA-2019-164735,2019-04-14,2019-04-19,Second Class
CA-2017-153479,2017-10-04,2017-10-08,Standard Class
CA-2020-149888,2020-11-07,2020-11-13,Standard Class
CA-2020-119193,2020-12-22,2020-12-24,First Class
CA-2020-104801,2020-02-13,2020-02-19,Standard Class
CA-2017-107594,2017-07-02,2017-07-06,Standard Class
CA-2018-129770,2018-02-21,2018-02-23,Second Class
CA-2018-115798,2018-11-13,2018-11-19,Standard Class
CA-2020-122707,2020-04-16,2020-04-18,First Class
CA-2019-165015,2019-02-25,2019-02-27,Second Class
CA-2017-149244,2017-11-04,2017-11-08,Standard Class
CA-2018-140144,2018-06-20,2018-06-25,Second Class
CA-2020-163321,2020-08-07,2020-08-11,Second Class
CA-2017-155887,2017-05-12,2017-05-17,Standard Class
US-2018-165449,2018-11-22,2018-11-26,Standard Class
CA-2018-110247,2018-12-04,2018-12-08,Standard Class
US-2017-141257,2017-06-08,2017-06-14,Standard Class
CA-2017-154669,2017-08-08,2017-08-11,Second Class
CA-2017-158029,2017-05-26,2017-05-30,Standard Class
CA-2018-155306,2018-04-17,2018-04-21,Standard Class
CA-2019-127775,2019-06-11,2019-06-13,Second Class
CA-2019-146171,2019-03-11,2019-03-15,Standard Class
CA-2017-129574,2017-05-26,2017-05-29,First Class
CA-2020-126536,2020-10-12,2020-10-14,First Class
CA-2020-165757,2020-06-22,2020-06-28,Standard Class
CA-2020-167752,2020-01-15,2020-01-18,First Class
US-2018-122140,2018-04-02,2018-04-07,Standard Class
CA-2019-163986,2019-09-03,2019-09-10,Standard Class
CA-2020-158967,2020-12-10,2020-12-12,First Class
CA-2019-131576,2019-11-22,2019-11-26,Standard Class
CA-2020-143455,2020-11-11,2020-11-18,Standard Class
CA-2019-144729,2019-10-21,2019-10-25,Standard Class
CA-2018-127019,2018-12-21,2018-12-25,Standard Class
CA-2018-138534,2018-07-17,2018-07-19,Second Class
CA-2020-108322,2020-04-30,2020-05-05,Standard Class
CA-2020-167668,2020-05-06,2020-05-08,First Class
CA-2020-146724,2020-11-20,2020-11-27,Standard Class
CA-2019-139878,2019-11-11,2019-11-16,Standard Class
US-2019-106677,2019-11-05,2019-11-10,Standard Class
CA-2019-116974,2019-10-09,2019-10-15,Standard Class
CA-2018-149972,2018-09-21,2018-09-23,First Class
US-2017-117744,2017-12-02,2017-12-06,Standard Class
CA-2017-125514,2017-09-21,2017-09-22,First Class
CA-2017-154599,2017-04-12,2017-04-17,Standard Class
CA-2020-158743,2020-10-20,2020-10-27,Standard Class
CA-2019-153318,2019-10-25,2019-10-28,First Class
US-2018-110163,2018-11-01,2018-11-04,First Class
CA-2020-143329,2020-11-03,2020-11-08,Standard Class
CA-2018-159380,2018-05-12,2018-05-16,Standard Class
CA-2018-122623,2018-09-07,2018-09-11,Standard Class
CA-2018-148635,2018-07-25,2018-07-27,Second Class
CA-2018-135685,2018-11-16,2018-11-18,Second Class
CA-2018-104626,2018-09-01,2018-09-08,Standard Class
CA-2019-160500,2019-05-05,2019-05-08,First Class
CA-2019-100202,2019-12-31,2020-01-05,Standard Class
CA-2020-131016,2020-09-18,2020-09-20,First Class
US-2017-112914,2017-09-25,2017-09-30,Standard Class
CA-2019-124149,2019-04-23,2019-04-26,First Class
CA-2017-148915,2017-11-01,2017-11-05,Standard Class
CA-2020-134649,2020-01-26,2020-01-31,Second Class
CA-2020-110842,2020-11-11,2020-11-16,Standard Class
CA-2019-147368,2019-06-09,2019-06-12,First Class
US-2018-104185,2018-09-03,2018-09-08,Second Class
US-2017-125521,2017-03-14,2017-03-19,Standard Class
US-2020-135062,2020-08-31,2020-09-04,Second Class
CA-2020-135650,2020-03-23,2020-03-27,Standard Class
CA-2020-112865,2020-05-18,2020-05-22,Standard Class
US-2019-162852,2019-12-27,2019-12-31,Standard Class
CA-2020-138163,2020-11-17,2020-11-20,First Class
CA-2020-152093,2020-09-10,2020-09-15,Standard Class
CA-2020-157854,2020-04-08,2020-04-15,Standard Class
CA-2019-123617,2019-11-28,2019-12-03,Standard Class
US-2019-128293,2019-06-02,2019-06-05,First Class
CA-2020-107342,2020-12-17,2020-12-22,Standard Class
CA-2019-136371,2019-03-19,2019-03-21,Second Class
CA-2020-137344,2020-08-20,2020-08-20,Same Day
CA-2020-169810,2020-07-25,2020-07-31,Standard Class
CA-2019-128594,2019-08-26,2019-08-29,First Class
CA-2019-154690,2019-08-15,2019-08-17,Second Class
CA-2020-138975,2020-05-19,2020-05-23,Standard Class
CA-2020-106537,2020-08-12,2020-08-17,Standard Class
US-2020-103828,2020-08-13,2020-08-13,Same Day
CA-2019-115588,2019-11-10,2019-11-12,Second Class
CA-2020-143861,2020-06-12,2020-06-19,Standard Class
CA-2017-148040,2017-03-22,2017-03-26,Standard Class
CA-2020-135167,2020-06-15,2020-06-20,Standard Class
CA-2020-137022,2020-11-16,2020-11-22,Standard Class
US-2020-102638,2020-12-29,2020-12-31,First Class
US-2019-167339,2019-01-21,2019-01-23,Second Class
CA-2019-152072,2019-01-15,2019-01-19,Standard Class
CA-2019-102932,2019-09-19,2019-09-23,Second Class
CA-2017-165540,2017-02-21,2017-02-25,Standard Class
CA-2019-130799,2019-11-11,2019-11-16,Second Class
CA-2019-164483,2019-01-30,2019-02-03,Standard Class
US-2019-159856,2019-10-18,2019-10-22,Standard Class
CA-2020-102099,2020-12-18,2020-12-19,First Class
CA-2020-164049,2020-11-02,2020-11-06,Standard Class
CA-2017-142727,2017-04-29,2017-05-01,Second Class
CA-2020-139913,2020-10-23,2020-10-29,Standard Class
CA-2017-169033,2017-03-30,2017-04-03,Standard Class
US-2019-164630,2019-01-04,2019-01-09,Standard Class
US-2018-114839,2018-04-26,2018-04-30,Standard Class
CA-2018-166464,2018-09-12,2018-09-17,Standard Class
CA-2020-124898,2020-09-11,2020-09-15,Standard Class
CA-2019-164035,2019-06-12,2019-06-17,Standard Class
CA-2019-153577,2019-06-27,2019-07-01,Standard Class
CA-2017-127586,2017-09-26,2017-09-30,Standard Class
CA-2020-121615,2020-11-03,2020-11-09,Standard Class
CA-2020-166415,2020-02-19,2020-02-23,Standard Class
CA-2018-118444,2018-11-05,2018-11-09,Standard Class
CA-2017-113929,2017-06-16,2017-06-21,Standard Class
CA-2018-134747,2018-10-12,2018-10-17,Second Class
CA-2020-155047,2020-08-27,2020-08-30,First Class
CA-2019-160129,2019-11-23,2019-11-23,Same Day
CA-2020-164329,2020-01-30,2020-01-30,Same Day
US-2018-141453,2018-11-30,2018-12-03,Second Class
CA-2017-156993,2017-06-28,2017-07-04,Standard Class
CA-2017-157721,2017-09-02,2017-09-05,First Class
CA-2020-128629,2020-07-10,2020-07-14,Second Class
CA-2020-158106,2020-06-04,2020-06-10,Standard Class
US-2020-120390,2020-10-19,2020-10-26,Standard Class
CA-2020-143434,2020-11-18,2020-11-24,Standard Class
CA-2018-168564,2018-08-08,2018-08-08,Same Day
US-2019-169040,2019-12-06,2019-12-12,Standard Class
CA-2020-155880,2020-03-25,2020-03-31,Standard Class
CA-2020-126242,2020-11-19,2020-11-24,Standard Class
CA-2019-166443,2019-11-04,2019-11-05,First Class
CA-2020-169859,2020-12-14,2020-12-18,Standard Class
CA-2020-134915,2020-11-12,2020-11-12,Same Day
CA-2019-153353,2019-08-18,2019-08-24,Standard Class
CA-2020-123638,2020-06-27,2020-07-04,Standard Class
CA-2020-168900,2020-05-04,2020-05-09,Standard Class
CA-2018-158456,2018-12-24,2018-12-29,Standard Class
CA-2020-143665,2020-04-26,2020-05-01,Standard Class
CA-2020-137428,2020-12-16,2020-12-21,Second Class
CA-2017-162866,2017-12-27,2017-12-31,Standard Class
CA-2020-167941,2020-11-06,2020-11-09,Second Class
CA-2020-111808,2020-12-16,2020-12-20,Standard Class
CA-2018-137512,2018-05-07,2018-05-12,Standard Class
CA-2020-139773,2020-12-04,2020-12-04,Same Day
CA-2020-134607,2020-10-03,2020-10-08,Second Class
CA-2017-109232,2017-01-13,2017-01-16,Second Class
CA-2018-139850,2018-06-12,2018-06-17,Standard Class
CA-2017-131310,2017-07-12,2017-07-18,Standard Class
US-2017-112872,2017-12-06,2017-12-11,Second Class
CA-2019-139269,2019-05-25,2019-05-30,Standard Class
CA-2019-139010,2019-02-21,2019-02-26,Second Class
CA-2019-134376,2019-10-02,2019-10-06,Standard Class
CA-2020-147291,2020-03-11,2020-03-17,Standard Class
CA-2019-112893,2019-09-09,2019-09-13,Second Class
US-2017-150532,2017-07-14,2017-07-21,Standard Class
CA-2017-138317,2017-06-21,2017-06-25,Standard Class
CA-2018-130610,2018-07-05,2018-07-10,Standard Class
CA-2020-104381,2020-12-16,2020-12-23,Standard Class
CA-2019-131499,2019-09-08,2019-09-10,First Class
CA-2017-148761,2017-05-17,2017-05-21,Standard Class
CA-2020-116519,2020-10-13,2020-10-15,First Class
CA-2017-130729,2017-10-24,2017-10-29,Standard Class
CA-2019-124772,2019-12-05,2019-12-06,First Class
CA-2019-115525,2019-07-25,2019-07-29,Standard Class
CA-2020-134845,2020-04-17,2020-04-23,Standard Class
US-2018-138919,2018-09-17,2018-09-21,Standard Class
US-2019-160528,2019-08-23,2019-08-30,Standard Class
CA-2018-123568,2018-11-08,2018-11-14,Standard Class
CA-2020-124674,2020-11-17,2020-11-23,Standard Class
CA-2018-164441,2018-11-08,2018-11-13,Standard Class
CA-2020-169054,2020-04-22,2020-04-26,Standard Class
CA-2017-106719,2017-08-24,2017-08-24,Same Day
CA-2020-116855,2020-12-17,2020-12-21,Standard Class
US-2019-164189,2019-03-24,2019-03-28,Standard Class
CA-2018-168480,2018-09-21,2018-09-27,Standard Class
US-2019-114293,2019-11-21,2019-11-26,Standard Class
CA-2020-134173,2020-09-16,2020-09-21,Standard Class
US-2018-123960,2018-06-11,2018-06-16,Standard Class
CA-2020-101749,2020-10-03,2020-10-08,Standard Class
